Geo Code,Geo Name,Line Number
"1311001","Richmond, P",97284
"1311004","Woodstock, P",97411
"1311005","Woodstock 23, IRI",97538
"1311006","Woodstock, TV",97665
"1311008","Northampton, P",97792
"1311011","Brighton, P",97919
"1311012","Hartland, TV",98046
"1311014","Wakefield, P",98173
"1311018","Wilmot, P",98300
"1311019","Centreville, VL",98427
"1311021","Simonds, P",98554
"1311024","Peel, P",98681
"1311026","Aberdeen, P",98808
"1311027","Florenceville-Bristol, TV",98935
"1311028","Kent, P",99062
"1311030","Bath, VL",99189
"1311031","Wicklow, P",99316
"1312","Victoria",99443
"1312001","Andover, P",99570
"1312002","Aroostook, VL",99697
"1312004","Perth, P",99824
"1312006","Perth-Andover, VL",99951
"1312007","Tobique 20, IRI",100078
"1312008","Gordon, P",100205
"1312009","Plaster Rock, VL",100332
"1312011","Lorne, P",100459
"1312014","Denmark, P",100586
"1312016","Grand Falls, P",100713
"1312019","Grand Falls / Grand-Sault, TV",100840
"1312021","Drummond, P",100967
"1312023","Drummond, VL",101094
"1313","Madawaska",101221
"1313001","Saint-André, P",101348
"1313002","Saint-André, RCR",101475
"1313004","Saint-Léonard, P",101602
"1313006","Saint-Léonard, TV",101729
"1313008","Notre-Dame-de-Lourdes, P",101856
"1313011","Sainte-Anne, P",101983
"1313012","Sainte-Anne-de-Madawaska, VL",102110
"1313014","Rivière-Verte, VL",102237
"1313015","Rivière-Verte, P",102364
"1313018","Saint-Basile, P",102491
"1313020","St. Basile 10, IRI",102618
"1313022","Saint-Joseph, P",102745
"1313024","Saint-Jacques, P",102872
"1313027","Edmundston, C",102999
"1313032","Saint-Hilaire, P",103126
"1313033","St. Hilaire, VL",103253
"1313034","Baker Brook, P",103380
"1313035","Baker-Brook, VL",103507
"1313037","Lac Baker, VL",103634
"1313038","Clair, P",103761
"1313039","Clair, VL",103888
"1313041","Saint-François, P",104015
"1313042","Saint-François de Madawaska, VL",104142
"1314","Restigouche",104269
"1314001","Durham, P",104396
"1314003","Colborne, P",104523
"1314004","Charlo, VL",104650
"1314005","Balmoral, P",104777
"1314006","Balmoral, VL",104904
"1314008","Dalhousie, P",105031
"1314010","Eel River 3, IRI",105158
"1314011","Eel River Crossing, VL",105285
"1314012","Addington, P",105412
"1314013","Atholville, VL",105539
"1314014","Campbellton, C",105666
"1314015","Tide Head, VL",105793
"1314016","Eldon, P",105920
"1314017","Dalhousie, TV",106047
"1314020","Kedgwick, RCR",106174
"1314021","Saint-Quentin, P",106301
"1314022","Saint-Quentin, TV",106428
"1314025","Belledune, VL",106555
"1314026","Indian Ranch, IRI",106682
"1315","Gloucester",106809
"1315002","Tracadie, RGM",106936
"1315006","Allardville, P",107063
"1315008","Bathurst, P",107190
"1315010","Pabineau 11, IRI",107317
"1315011","Bathurst, C",107444
"1315012","Beresford, P",107571
"1315013","Pointe-Verte, VL",107698
"1315014","Petit-Rocher, VL",107825
"1315015","Beresford, TV",107952
"1315016","New Bandon, P",108079
"1315017","Saint-Léolin, VL",108206
"1315019","Paquetville, P",108333
"1315020","Paquetville, VL",108460
"1315021","Saint-Isidore, P",108587
"1315022","Saint-Isidore, VL",108714
"1315024","Inkerman, P",108841
"1315026","Caraquet, P",108968
"1315027","Bas-Caraquet, VL",109095
"1315028","Caraquet, TV",109222
"1315029","Shippagan, P",109349
"1315030","Le Goulet, VL",109476
"1315031","Shippagan, TV",109603
"1315032","Lamèque, TV",109730
"1315033","Sainte-Marie-Saint-Raphaël, VL",109857
"1315036","Bertrand, VL",109984
"1315037","Nigadoo, VL",110111
"1315038","Grande-Anse, VL",110238
"1315040","Maisonnette, VL",110365
"24","Quebec",110492
"2401","Les Îles-de-la-Madeleine",110619
"2401023","Les Îles-de-la-Madeleine, MÉ",110746
"2401042","Grosse-Île, MÉ",110873
"2402","Le Rocher-Percé",111000
"2402005","Percé, V",111127
"2402010","Sainte-Thérèse-de-Gaspé, MÉ",111254
"2402015","Grande-Rivière, V",111381
"2402028","Chandler, V",111508
"2402047","Port-Daniel--Gascons, MÉ",111635
"2403","La Côte-de-Gaspé",111762
"2403005","Gaspé, V",111889
"2403010","Cloridorme, CT",112016
"2403015","Petite-Vallée, MÉ",112143
"2403020","Grande-Vallée, MÉ",112270
"2403025","Murdochville, V",112397
"2404","La Haute-Gaspésie",112524
"2404005","Sainte-Madeleine-de-la-Rivière-Madeleine, MÉ",112651
"2404010","Saint-Maxime-du-Mont-Louis, MÉ",112778
"2404015","Mont-Saint-Pierre, VL",112905
"2404020","Rivière-à-Claude, MÉ",113032
"2404025","Marsoui, VL",113159
"2404030","La Martre, MÉ",113286
"2404037","Sainte-Anne-des-Monts, V",113413
"2404047","Cap-Chat, V",113540
"2404902","Mont-Albert, NO",113667
"2405","Bonaventure",113794
"2405010","Shigawake, MÉ",113921
"2405015","Saint-Godefroi, CT",114048
"2405020","Hope Town, MÉ",114175
"2405025","Hope, CT",114302
"2405032","Paspébiac, V",114429
"2405040","New Carlisle, MÉ",114556
"2405045","Bonaventure, V",114683
"2405050","Saint-Elzéar, MÉ",114810
"2405055","Saint-Siméon, PE",114937
"2405060","Caplan, MÉ",115064
"2405065","Saint-Alphonse, MÉ",115191
"2405070","New Richmond, V",115318
"2405077","Cascapédia--Saint-Jules, MÉ",115445
"2406","Avignon",115572
"2406005","Maria, MÉ",115699
"2406013","Carleton-sur-Mer, V",115826
"2406020","Nouvelle, MÉ",115953
"2406025","Escuminac, MÉ",116080
"2406030","Pointe-à-la-Croix, MÉ",116207
"2406035","Ristigouche-Partie-Sud-Est, CT",116334
"2406040","Saint-André-de-Restigouche, MÉ",116461
"2406045","Matapédia, MÉ",116588
"2406050","Saint-Alexis-de-Matapédia, MÉ",116715
"2406055","Saint-François-d'Assise, MÉ",116842
"2406060","L'Ascension-de-Patapédia, MÉ",116969
"2406802","Gesgapegiag, IRI",117096
"2406804","Listuguj, IRI",117223
"2407","La Matapédia",117350
"2407005","Sainte-Marguerite-Marie, MÉ",117477
"2407010","Sainte-Florence, MÉ",117604
"2407018","Causapscal, V",117731
"2407025","Albertville, MÉ",117858
"2407030","Saint-Léon-le-Grand, PE",117985
"2407035","Saint-Zénon-du-Lac-Humqui, PE",118112
"2407040","Sainte-Irène, PE",118239
"2407047","Amqui, V",118366
"2407057","Lac-au-Saumon, MÉ",118493
"2407065","Saint-Alexandre-des-Lacs, PE",118620
"2407070","Saint-Tharcisius, PE",118747
"2407075","Saint-Vianney, MÉ",118874
"2407080","Val-Brillant, MÉ",119001
"2407085","Sayabec, MÉ",119128
"2407090","Saint-Cléophas, PE",119255
"2407095","Saint-Moïse, PE",119382
"2407100","Saint-Noël, VL",119509
"2407105","Saint-Damase, PE",119636
"2407908","Lac-Casault, NO",119763
"2407914","Lac-Matapédia, NO",119890
"2408","Matane",120017
"2408005","Les Méchins, MÉ",120144
"2408010","Saint-Jean-de-Cherbourg, PE",120271
"2408015","Grosses-Roches, MÉ",120398
"2408023","Sainte-Félicité, MÉ",120525
"2408030","Saint-Adelme, PE",120652
"2408035","Saint-René-de-Matane, MÉ",120779
"2408040","Sainte-Paule, MÉ",120906
"2408053","Matane, V",121033
"2408065","Saint-Léandre, PE",121160
"2408073","Saint-Ulric, MÉ",121287
"2408080","Baie-des-Sables, MÉ",121414
"2408902","Rivière-Bonjour, NO",121541
"2409","La Mitis",121668
"2409005","La Rédemption, PE",121795
"2409010","Saint-Charles-Garnier, PE",121922
"2409015","Les Hauteurs, MÉ",122049
"2409020","Sainte-Jeanne-d'Arc, PE",122176
"2409025","Saint-Gabriel-de-Rimouski, MÉ",122303
"2409030","Saint-Donat, PE",122430
"2409035","Sainte-Angèle-de-Mérici, MÉ",122557
"2409040","Padoue, MÉ",122684
"2409048","Métis-sur-Mer, V",122811
"2409055","Saint-Octave-de-Métis, PE",122938
"2409060","Grand-Métis, MÉ",123065
"2409065","Price, VL",123192
"2409070","Saint-Joseph-de-Lepage, PE",123319
"2409077","Mont-Joli, V",123446
"2409085","Sainte-Flavie, PE",123573
"2409092","Sainte-Luce, MÉ",123700
"2410","Rimouski-Neigette",123827
"2410005","Esprit-Saint, MÉ",123954
"2410010","La Trinité-des-Monts, PE",124081
"2410015","Saint-Narcisse-de-Rimouski, PE",124208
"2410025","Saint-Marcellin, PE",124335
"2410030","Saint-Anaclet-de-Lessard, PE",124462
"2410043","Rimouski, V",124589
"2410060","Saint-Valérien, PE",124716
"2410070","Saint-Fabien, PE",124843
"2410075","Saint-Eugène-de-Ladrière, PE",124970
"2411","Les Basques",125097
"2411005","Saint-Clément, PE",125224
"2411010","Saint-Jean-de-Dieu, MÉ",125351
"2411015","Sainte-Rita, MÉ",125478
"2411020","Saint-Guy, MÉ",125605
"2411025","Saint-Médard, MÉ",125732
"2411030","Sainte-Françoise, PE",125859
"2411035","Saint-Éloi, PE",125986
"2411040","Trois-Pistoles, V",126113
"2411045","Notre-Dame-des-Neiges, MÉ",126240
"2411050","Saint-Mathieu-de-Rioux, PE",126367
"2411055","Saint-Simon, PE",126494
"2412","Rivière-du-Loup",126621
"2412005","Saint-Cyprien, MÉ",126748
"2412010","Saint-Hubert-de-Rivière-du-Loup, MÉ",126875
"2412015","Saint-Antonin, MÉ",127002
"2412020","Saint-Modeste, MÉ",127129
"2412025","Saint-François-Xavier-de-Viger, MÉ",127256
"2412030","Saint-Épiphane, MÉ",127383
"2412035","Saint-Paul-de-la-Croix, PE",127510
"2412043","L'Isle-Verte, MÉ",127637
"2412057","Cacouna, MÉ",127764
"2412065","Saint-Arsène, PE",127891
"2412072","Rivière-du-Loup, V",128018
"2412080","Notre-Dame-du-Portage, MÉ",128145
"2413","Témiscouata",128272
"2413005","Dégelis, V",128399
"2413010","Saint-Jean-de-la-Lande, MÉ",128526
"2413015","Packington, PE",128653
"2413020","Saint-Marc-du-Lac-Long, PE",128780
"2413025","Rivière-Bleue, MÉ",128907
"2413030","Saint-Eusèbe, PE",129034
"2413040","Saint-Juste-du-Lac, MÉ",129161
"2413045","Auclair, MÉ",129288
"2413050","Lejeune, MÉ",129415
"2413055","Biencourt, MÉ",129542
"2413060","Lac-des-Aigles, MÉ",129669
"2413065","Saint-Michel-du-Squatec, MÉ",129796
"2413073","Témiscouata-sur-le-Lac, V",129923
"2413075","Saint-Pierre-de-Lamy, MÉ",130050
"2413080","Saint-Louis-du-Ha! Ha!, PE",130177
"2413085","Saint-Elzéar-de-Témiscouata, MÉ",130304
"2413090","Saint-Honoré-de-Témiscouata, MÉ",130431
"2413095","Pohénégamook, V",130558
"2413100","Saint-Athanase, MÉ",130685
"2414","Kamouraska",130812
"2414005","Mont-Carmel, MÉ",130939
"2414010","Saint-Bruno-de-Kamouraska, MÉ",131066
"2414018","Saint-Pascal, V",131193
"2414025","Sainte-Hélène-de-Kamouraska, MÉ",131320
"2414030","Saint-Joseph-de-Kamouraska, PE",131447
"2414035","Saint-Alexandre-de-Kamouraska, MÉ",131574
"2414040","Saint-André, MÉ",131701
"2414045","Saint-Germain, PE",131828
"2414050","Kamouraska, MÉ",131955
"2414055","Saint-Denis-De La Bouteillerie, MÉ",132082
"2414060","Saint-Philippe-de-Néri, PE",132209
"2414065","Rivière-Ouelle, MÉ",132336
"2414070","Saint-Pacôme, MÉ",132463
"2414075","Saint-Gabriel-Lalemant, MÉ",132590
"2414080","Saint-Onésime-d'Ixworth, MÉ",132717
"2414085","La Pocatière, V",132844
"2414090","Sainte-Anne-de-la-Pocatière, PE",132971
"2415","Charlevoix-Est",133098
"2415005","Saint-Irénée, PE",133225
"2415013","La Malbaie, V",133352
"2415025","Notre-Dame-des-Monts, MÉ",133479
"2415030","Saint-Aimé-des-Lacs, MÉ",133606
"2415035","Clermont, V",133733
"2415058","Saint-Siméon, MÉ",133860
"2415065","Baie-Sainte-Catherine, MÉ",133987
"2415902","Mont-Élie, NO",134114
"2415904","Sagard, NO",134241
"2416","Charlevoix",134368
"2416005","Petite-Rivière-Saint-François, MÉ",134495
"2416013","Baie-Saint-Paul, V",134622
"2416023","L'Isle-aux-Coudres, MÉ",134749
"2416048","Les Éboulements, MÉ",134876
"2416050","Saint-Hilarion, PE",135003
"2416055","Saint-Urbain, PE",135130
"2417","L'Islet",135257
"2417005","Saint-Omer, MÉ",135384
"2417010","Saint-Pamphile, V",135511
"2417015","Saint-Adalbert, MÉ",135638
"2417020","Saint-Marcel, MÉ",135765
"2417025","Sainte-Félicité, MÉ",135892
"2417030","Sainte-Perpétue, MÉ",136019
"2417035","Tourville, MÉ",136146
"2417040","Saint-Damase-de-L'Islet, MÉ",136273
"2417045","Saint-Cyrille-de-Lessard, PE",136400
"2417055","Saint-Aubert, MÉ",136527
"2417060","Sainte-Louise, PE",136654
"2417065","Saint-Roch-des-Aulnaies, PE",136781
"2417070","Saint-Jean-Port-Joli, MÉ",136908
"2417078","L'Islet, MÉ",137035
"2418","Montmagny",137162
"2418005","Saint-Just-de-Bretenières, MÉ",137289
"2418010","Lac-Frontière, MÉ",137416
"2418015","Saint-Fabien-de-Panet, PE",137543
"2418020","Sainte-Lucie-de-Beauregard, MÉ",137670
"2418025","Sainte-Apolline-de-Patton, PE",137797
"2418030","Saint-Paul-de-Montminy, MÉ",137924
"2418035","Sainte-Euphémie-sur-Rivière-du-Sud, MÉ",138051
"2418040","Notre-Dame-du-Rosaire, MÉ",138178
"2418045","Cap-Saint-Ignace, MÉ",138305
"2418050","Montmagny, V",138432
"2418055","Saint-Pierre-de-la-Rivière-du-Sud, PE",138559
"2418060","Saint-François-de-la-Rivière-du-Sud, MÉ",138686
"2418065","Berthier-sur-Mer, MÉ",138813
"2418070","Saint-Antoine-de-l'Isle-aux-Grues, PE",138940
"2419","Bellechasse",139067
"2419005","Saint-Philémon, PE",139194
"2419010","Notre-Dame-Auxiliatrice-de-Buckland, PE",139321
"2419015","Saint-Nazaire-de-Dorchester, PE",139448
"2419020","Saint-Léon-de-Standon, PE",139575
"2419025","Saint-Malachie, PE",139702
"2419030","Saint-Damien-de-Buckland, PE",139829
"2419037","Armagh, MÉ",139956
"2419045","Saint-Nérée-de-Bellechasse, MÉ",140083
"2419050","Saint-Lazare-de-Bellechasse, MÉ",140210
"2419055","Sainte-Claire, MÉ",140337
"2419062","Saint-Anselme, MÉ",140464
"2419068","Saint-Henri, MÉ",140591
"2419070","Honfleur, MÉ",140718
"2419075","Saint-Gervais, MÉ",140845
"2419082","Saint-Raphaël, MÉ",140972
"2419090","La Durantaye, PE",141099
"2419097","Saint-Charles-de-Bellechasse, MÉ",141226
"2419105","Beaumont, MÉ",141353
"2419110","Saint-Michel-de-Bellechasse, MÉ",141480
"2419117","Saint-Vallier, MÉ",141607
"2420","L'Île-d'Orléans",141734
"2420005","Saint-François-de-l'Île-d'Orléans, MÉ",141861
"2420010","Sainte-Famille, PE",141988
"2420015","Saint-Jean-de-l'Île-d'Orléans, MÉ",142115
"2420020","Saint-Laurent-de-l'Île-d'Orléans, MÉ",142242
"2420025","Saint-Pierre-de-l'Île-d'Orléans, MÉ",142369
"2420030","Sainte-Pétronille, VL",142496
"2421","La Côte-de-Beaupré",142623
"2421005","Saint-Tite-des-Caps, MÉ",142750
"2421010","Saint-Ferréol-les-Neiges, MÉ",142877
"2421020","Saint-Joachim, PE",143004
"2421025","Beaupré, V",143131
"2421030","Sainte-Anne-de-Beaupré, V",143258
"2421035","Château-Richer, V",143385
"2421040","L'Ange-Gardien, MÉ",143512
"2421045","Boischatel, MÉ",143639
"2422","La Jacques-Cartier",143766
"2422005","Sainte-Catherine-de-la-Jacques-Cartier, V",143893
"2422010","Fossambault-sur-le-Lac, V",144020
"2422015","Lac-Saint-Joseph, V",144147
"2422020","Shannon, MÉ",144274
"2422025","Saint-Gabriel-de-Valcartier, MÉ",144401
"2422030","Lac-Delage, V",144528
"2422035","Stoneham-et-Tewkesbury, CU",144655
"2422040","Lac-Beauport, MÉ",144782
"2422045","Sainte-Brigitte-de-Laval, V",144909
"2423","Québec",145036
"2423015","Notre-Dame-des-Anges, PE",145163
"2423027","Québec, V",145290
"2423057","L'Ancienne-Lorette, V",145417
"2423072","Saint-Augustin-de-Desmaures, V",145544
"2423802","Wendake, IRI",145671
"2425","Lévis",145798
"2425213","Lévis, V",145925
"2426","La Nouvelle-Beauce",146052
"2426005","Frampton, MÉ",146179
"2426010","Saints-Anges, PE",146306
"2426015","Vallée-Jonction, MÉ",146433
"2426022","Saint-Elzéar, MÉ",146560
"2426030","Sainte-Marie, V",146687
"2426035","Sainte-Marguerite, PE",146814
"2426040","Sainte-Hénédine, PE",146941
"2426048","Scott, MÉ",147068
"2426055","Saint-Bernard, MÉ",147195
"2426063","Saint-Isidore, MÉ",147322
"2426070","Saint-Lambert-de-Lauzon, MÉ",147449
"2427","Robert-Cliche",147576
"2427008","Saint-Victor, MÉ",147703
"2427015","Saint-Alfred, MÉ",147830
"2427028","Beauceville, V",147957
"2427035","Saint-Odilon-de-Cranbourne, PE",148084
"2427043","Saint-Joseph-de-Beauce, V",148211
"2427050","Saint-Joseph-des-Érables, MÉ",148338
"2427055","Saint-Jules, PE",148465
"2427060","Tring-Jonction, VL",148592
"2427065","Saint-Frédéric, PE",148719
"2427070","Saint-Séverin, PE",148846
"2428","Les Etchemins",148973
"2428005","Saint-Zacharie, MÉ",149100
"2428015","Sainte-Aurélie, MÉ",149227
"2428020","Saint-Prosper, MÉ",149354
"2428025","Saint-Benjamin, MÉ",149481
"2428030","Sainte-Rose-de-Watford, MÉ",149608
"2428035","Saint-Louis-de-Gonzague, MÉ",149735
"2428040","Saint-Cyprien, PE",149862
"2428045","Sainte-Justine, MÉ",149989
"2428053","Lac-Etchemin, MÉ",150116
"2428060","Saint-Luc-de-Bellechasse, MÉ",150243
"2428065","Sainte-Sabine, PE",150370
"2428070","Saint-Camille-de-Lellis, PE",150497
"2428075","Saint-Magloire, MÉ",150624
"2429","Beauce-Sartigan",150751
"2429005","Saint-Théophile, MÉ",150878
"2429013","Saint-Gédéon-de-Beauce, MÉ",151005
"2429020","Saint-Hilaire-de-Dorset, PE",151132
"2429025","Saint-Évariste-de-Forsyth, MÉ",151259
"2429030","La Guadeloupe, VL",151386
"2429038","Saint-Honoré-de-Shenley, MÉ",151513
"2429045","Saint-Martin, PE",151640
"2429050","Saint-René, PE",151767
"2429057","Saint-Côme--Linière, MÉ",151894
"2429065","Saint-Philibert, MÉ",152021
"2429073","Saint-Georges, V",152148
"2429095","Lac-Poulin, VL",152275
"2429100","Saint-Benoît-Labre, MÉ",152402
"2429112","Saint-Éphrem-de-Beauce, MÉ",152529
"2429120","Notre-Dame-des-Pins, PE",152656
"2429125","Saint-Simon-les-Mines, MÉ",152783
"2430","Le Granit",152910
"2430005","Saint-Augustin-de-Woburn, PE",153037
"2430010","Notre-Dame-des-Bois, MÉ",153164
"2430015","Val-Racine, MÉ",153291
"2430020","Piopolis, MÉ",153418
"2430025","Frontenac, MÉ",153545
"2430030","Lac-Mégantic, V",153672
"2430035","Marston, CT",153799
"2430040","Milan, MÉ",153926
"2430045","Nantes, MÉ",154053
"2430050","Sainte-Cécile-de-Whitton, MÉ",154180
"2430055","Audet, MÉ",154307
"2430070","Saint-Robert-Bellarmin, MÉ",154434
"2430072","Saint-Ludger, MÉ",154561
"2430080","Lac-Drolet, MÉ",154688
"2430085","Saint-Sébastien, MÉ",154815
"2430090","Courcelles, MÉ",154942
"2430095","Lambton, MÉ",155069
"2430100","Saint-Romain, MÉ",155196
"2430105","Stornoway, MÉ",155323
"2430110","Stratford, CT",155450
"2431","Les Appalaches",155577
"2431008","Beaulac-Garthby, MÉ",155704
"2431015","Disraeli, V",155831
"2431020","Disraeli, PE",155958
"2431025","Saint-Jacques-le-Majeur-de-Wolfestown, PE",156085
"2431030","Saint-Fortunat, MÉ",156212
"2431035","Saint-Julien, MÉ",156339
"2431040","Irlande, MÉ",156466
"2431045","Saint-Joseph-de-Coleraine, MÉ",156593
"2431050","Sainte-Praxède, PE",156720
"2431056","Adstock, MÉ",156847
"2431060","Sainte-Clotilde-de-Beauce, MÉ",156974
"2431084","Thetford Mines, V",157101
"2431095","Saint-Adrien-d'Irlande, MÉ",157228
"2431100","Saint-Jean-de-Brébeuf, MÉ",157355
"2431105","Kinnear's Mills, MÉ",157482
"2431122","East Broughton, MÉ",157609
"2431130","Sacré-Coeur-de-Jésus, PE",157736
"2431135","Saint-Pierre-de-Broughton, MÉ",157863
"2431140","Saint-Jacques-de-Leeds, MÉ",157990
"2432","L'Érable",158117
"2432013","Saint-Ferdinand, MÉ",158244
"2432023","Sainte-Sophie-d'Halifax, MÉ",158371
"2432033","Princeville, V",158498
"2432040","Plessisville, V",158625
"2432045","Plessisville, PE",158752
"2432050","Saint-Pierre-Baptiste, PE",158879
"2432058","Inverness, MÉ",159006
"2432065","Lyster, MÉ",159133
"2432072","Laurierville, MÉ",159260
"2432080","Notre-Dame-de-Lourdes, PE",159387
"2432085","Villeroy, MÉ",159514
"2433","Lotbinière",159641
"2433007","Saint-Sylvestre, MÉ",159768
"2433017","Sainte-Agathe-de-Lotbinière, MÉ",159895
"2433025","Saint-Patrice-de-Beaurivage, MÉ",160022
"2433030","Saint-Narcisse-de-Beaurivage, PE",160149
"2433035","Saint-Gilles, PE",160276
"2433040","Dosquet, MÉ",160403
"2433045","Saint-Agapit, MÉ",160530
"2433052","Saint-Flavien, MÉ",160657
"2433060","Laurier-Station, VL",160784
"2433065","Saint-Janvier-de-Joly, MÉ",160911
"2433070","Val-Alain, MÉ",161038
"2433080","Saint-Édouard-de-Lotbinière, PE",161165
"2433085","Notre-Dame-du-Sacré-Coeur-d'Issoudun, PE",161292
"2433090","Saint-Apollinaire, MÉ",161419
"2433095","Saint-Antoine-de-Tilly, MÉ",161546
"2433102","Sainte-Croix, MÉ",161673
"2433115","Lotbinière, MÉ",161800
"2433123","Leclercville, MÉ",161927
"2434","Portneuf",162054
"2434007","Neuville, V",162181
"2434017","Pont-Rouge, V",162308
"2434025","Donnacona, V",162435
"2434030","Cap-Santé, V",162562
"2434038","Saint-Basile, V",162689
"2434048","Portneuf, V",162816
"2434058","Deschambault-Grondines, MÉ",162943
"2434060","Saint-Gilbert, PE",163070
"2434065","Saint-Marc-des-Carrières, V",163197
"2434078","Saint-Casimir, MÉ",163324
"2434085","Saint-Thuribe, PE",163451
"2434090","Saint-Ubalde, MÉ",163578
"2434097","Saint-Alban, MÉ",163705
"2434105","Sainte-Christine-d'Auvergne, MÉ",163832
"2434115","Saint-Léonard-de-Portneuf, MÉ",163959
"2434120","Lac-Sergent, V",164086
"2434128","Saint-Raymond, V",164213
"2434135","Rivière-à-Pierre, MÉ",164340
"2435","Mékinac",164467
"2435005","Notre-Dame-de-Montauban, MÉ",164594
"2435010","Lac-aux-Sables, PE",164721
"2435015","Saint-Adelphe, PE",164848
"2435020","Saint-Séverin, PE",164975
"2435027","Saint-Tite, V",165102
"2435035","Hérouxville, PE",165229
"2435040","Grandes-Piles, VL",165356
"2435045","Saint-Roch-de-Mékinac, PE",165483
"2435050","Sainte-Thècle, MÉ",165610
"2435055","Trois-Rives, MÉ",165737
"2436","Shawinigan",165864
"2436033","Shawinigan, V",165991
"2437","Francheville",166118
"2437067","Trois-Rivières, V",166245
"2437205","Sainte-Anne-de-la-Pérade, MÉ",166372
"2437210","Batiscan, MÉ",166499
"2437215","Sainte-Geneviève-de-Batiscan, PE",166626
"2437220","Champlain, MÉ",166753
"2437225","Saint-Luc-de-Vincennes, MÉ",166880
"2437230","Saint-Maurice, PE",167007
"2437235","Notre-Dame-du-Mont-Carmel, PE",167134
"2437240","Saint-Narcisse, PE",167261
"2437245","Saint-Stanislas, MÉ",167388
"2437250","Saint-Prosper-de-Champlain, MÉ",167515
"2438","Bécancour",167642
"2438005","Saint-Sylvère, MÉ",167769
"2438010","Bécancour, V",167896
"2438015","Sainte-Marie-de-Blandford, MÉ",168023
"2438020","Lemieux, MÉ",168150
"2438028","Manseau, MÉ",168277
"2438035","Sainte-Françoise, MÉ",168404
"2438040","Sainte-Sophie-de-Lévrard, PE",168531
"2438047","Fortierville, MÉ",168658
"2438055","Parisville, PE",168785
"2438060","Sainte-Cécile-de-Lévrard, PE",168912
"2438065","Saint-Pierre-les-Becquets, MÉ",169039
"2438070","Deschaillons-sur-Saint-Laurent, MÉ",169166
"2438802","Wôlinak, IRI",169293
"2439","Arthabaska",169420
"2439005","Saints-Martyrs-Canadiens, PE",169547
"2439010","Ham-Nord, CT",169674
"2439015","Notre-Dame-de-Ham, MÉ",169801
"2439020","Saint-Rémi-de-Tingwick, MÉ",169928
"2439025","Tingwick, MÉ",170055
"2439030","Chesterville, MÉ",170182
"2439035","Sainte-Hélène-de-Chester, MÉ",170309
"2439043","Saint-Norbert-d'Arthabaska, MÉ",170436
"2439060","Saint-Christophe-d'Arthabaska, PE",170563
"2439062","Victoriaville, V",170690
"2439077","Warwick, V",170817
"2439085","Saint-Albert, MÉ",170944
"2439090","Sainte-Élizabeth-de-Warwick, MÉ",171071
"2439097","Kingsey Falls, V",171198
"2439105","Sainte-Séraphine, PE",171325
"2439117","Sainte-Clotilde-de-Horton, MÉ",171452
"2439130","Saint-Samuel, MÉ",171579
"2439135","Saint-Valère, MÉ",171706
"2439145","Saint-Rosaire, PE",171833
"2439150","Sainte-Anne-du-Sault, MÉ",171960
"2439155","Daveluyville, V",172087
"2439165","Maddington Falls, MÉ",172214
"2439170","Saint-Louis-de-Blandford, MÉ",172341
"2440","Les Sources",172468
"2440005","Ham-Sud, MÉ",172595
"2440010","Saint-Adrien, MÉ",172722
"2440017","Wotton, MÉ",172849
"2440025","Saint-Camille, CT",172976
"2440032","Saint-Georges-de-Windsor, MÉ",173103
"2440043","Asbestos, V",173230
"2440047","Danville, V",173357
"2441","Le Haut-Saint-François",173484
"2441012","Saint-Isidore-de-Clifton, MÉ",173611
"2441020","Chartierville, MÉ",173738
"2441027","La Patrie, MÉ",173865
"2441037","Newport, MÉ",173992
"2441038","Cookshire-Eaton, V",174119
"2441055","Ascot Corner, MÉ",174246
"2441060","East Angus, V",174373
"2441065","Westbury, CT",174500
"2441070","Bury, MÉ",174627
"2441075","Hampden, CT",174754
"2441080","Scotstown, V",174881
"2441085","Lingwick, CT",175008
"2441098","Weedon, MÉ",175135
"2441117","Dudswell, MÉ",175262
"2442","Le Val-Saint-François",175389
"2442005","Stoke, MÉ",175516
"2442020","Saint-François-Xavier-de-Brompton, MÉ",175643
"2442025","Saint-Denis-de-Brompton, MÉ",175770
"2442032","Racine, MÉ",175897
"2442040","Bonsecours, MÉ",176024
"2442045","Lawrenceville, VL",176151
"2442050","Sainte-Anne-de-la-Rochelle, MÉ",176278
"2442055","Valcourt, V",176405
"2442060","Valcourt, CT",176532
"2442065","Maricourt, MÉ",176659
"2442070","Kingsbury, VL",176786
"2442075","Melbourne, CT",176913
"2442078","Ulverton, MÉ",177040
"2442088","Windsor, V",177167
"2442095","Val-Joli, MÉ",177294
"2442098","Richmond, V",177421
"2442100","Saint-Claude, MÉ",177548
"2442110","Cleveland, CT",177675
"2443","Sherbrooke",177802
"2443027","Sherbrooke, V",177929
"2444","Coaticook",178056
"2444003","Saint-Malo, MÉ",178183
"2444005","Saint-Venant-de-Paquette, MÉ",178310
"2444010","East Hereford, MÉ",178437
"2444015","Saint-Herménégilde, MÉ",178564
"2444023","Dixville, MÉ",178691
"2444037","Coaticook, V",178818
"2444045","Barnston-Ouest, MÉ",178945
"2444050","Stanstead-Est, MÉ",179072
"2444055","Sainte-Edwidge-de-Clifton, CT",179199
"2444060","Martinville, MÉ",179326
"2444071","Compton, MÉ",179453
"2444080","Waterville, V",179580
"2445","Memphrémagog",179707
"2445008","Stanstead, V",179834
"2445020","Ogden, MÉ",179961
"2445025","Stanstead, CT",180088
